,feature,IncNodePurity1,IncNodePurity2,IncNodePurity3,Gain,Gain1,Gain2,Gain3,High1(7),High2(6),Low1(5-50),Low2(6-100),RF_High,GB_High,RF_Low,GB_Low
1,trendXstock_trend.11teamsporting43,9996.963538,8411.069419,6722.64127,0.023910844,0.012224066,0.031561129,0.031058076,1,1,0,0,1,1,0,0
2,trendXstock_trend.Converse,10374.82458,8316.714913,7522.698823,0.002767263,0.003741352,0.003591568,0.003110444,1,1,0,0,1,1,0,0
3,trendXstock_trend.coupon,9000.34297,8307.315626,7673.585987,0.038552083,0.051222815,0.020511254,0.046376388,1,1,0,0,1,1,0,0
4,trendXstock_trend.PUMA,9553.902686,8175.494945,6905.003925,0.010982572,0.015861179,0.009599056,0.009805647,1,1,0,0,1,1,0,0
5,trendXstock_trend.Jako,10439.45548,8112.508432,6683.235411,0.003710899,0.035420463,0.003969179,0.009650306,1,1,0,0,1,1,0,0
6,trendXstock_trend.Nike,11192.42931,8054.292308,6524.341376,0.019860781,0.01358221,0.016504472,0.011215031,1,1,0,0,1,1,0,0
7,trendXstock_trend.Jordan,12702.53771,7458.560514,7695.870527,0.001996794,0.002004106,0.002077769,0.001960907,1,1,0,0,1,1,0,0
8,trendXstock_trend.amazon,9552.536927,7433.971684,7045.332271,0.122119586,0.092159023,0.100126212,0.042275221,1,1,0,0,1,1,0,0
9,trendXstock_trend.adidas,10695.24522,7252.148219,7590.26538,0.005188299,0.028902729,0.019706223,0.034480254,1,1,0,0,1,1,0,0
10,trendXstock_trend.bonton,11712.40832,7228.958294,6295.933193,0.025218831,0.018233806,0.028046806,0.055866441,1,1,0,0,1,1,0,0
11,trendXstock_trend.Reebok,11333.59536,6785.173608,6927.37862,0.001820032,0.002988324,0.002522224,0.002341868,1,1,0,0,1,1,0,0
12,trendXstock_trend.KangaROOS,10606.10184,6736.000538,5448.895933,0.002615492,0.002503312,0.002477386,0.002538712,1,1,0,0,1,1,0,0
13,trendXstock_trend.Under.Armour,8955.365832,6575.148473,7481.431669,0.002394709,0.002534046,0.004738096,0.019901889,1,1,0,0,1,1,0,0
14,trendXstock_trend.asics,9304.092225,6369.614903,6545.011732,0.003201022,0.003895073,0.003256258,0.003026194,1,1,0,0,1,1,0,0
15,stock,9560.140989,6120.243053,7002.007658,0.018291145,0.005753154,0.028697885,0.005864262,1,1,0,0,1,1,0,0
16,trend.amazonXstock.cut_freq,6319.103013,5798.008683,5002.905308,0.001099802,0.00098627,0.001452827,0.001393525,0,1,0,0,1,1,0,0
17,trend.adidasXstock.cut_freq,5056.416724,5251.16003,5020.547214,0.0004333,0.000724473,0.000506828,0.000686551,0,0,0,0,1,0,0,0
18,stock.units.cut_freq,6813.775783,4899.056271,4496.079907,0.091382639,0.088354888,0.09112564,0.094517553,1,1,0,0,1,1,0,0
19,trend.couponXstock.cut_freq,6381.911816,4871.583597,4489.81982,0.000984577,0.00103551,0.000939359,0.000981613,0,0,0,0,1,0,0,0
20,trend.PUMAXstock.units.cut_freq,5568.342594,4829.247637,3994.796722,0.003123578,0.001689108,0.002141523,0.002586209,1,1,0,0,1,1,0,0
21,trend.NikeXstock.units.cut_freq,5126.735706,4727.698349,4278.091993,0.003817974,0.004402481,0.006854703,0.002906887,1,1,0,0,1,1,0,0
22,trend.ReebokXstock.units.cut_freq,4021.915041,4674.524494,3774.008431,0.001416896,0.007473035,0.001824299,0.001477863,1,1,0,0,1,1,0,0
23,trend.NikeXstock.cut_freq,5790.012813,4633.286154,5731.947193,0.000632571,0.00058934,0.00075814,0.000522462,0,0,0,0,1,0,0,0
24,trend.couponXstock.units.cut_freq,5133.092228,4579.517548,3960.58979,0.009197037,0.005633251,0.004476937,0.011789508,1,1,0,0,1,1,0,0
25,trend.amazonXstock.units.cut_freq,5295.606807,4477.116449,4837.574082,0.003793051,0.002941034,0.004206547,0.004312155,1,1,0,0,1,1,0,0
26,trend.JakoXstock.units.cut_freq,4820.998727,4464.294106,4102.055363,0.002076442,0.002137658,0.002551803,0.00259977,1,1,0,0,1,1,0,0
27,trend.ReebokXstock.cut_freq,6256.662815,4455.712957,4105.69363,0.00038442,0.000396803,0.000499833,0.000557098,0,0,0,0,1,0,0,0
28,trend.JakoXstock.cut_freq,5887.191948,4443.905017,4554.004363,0.000643727,0.001106016,0.001004925,0.000855598,0,0,0,0,1,0,0,0
29,trend.asicsXstock.units.cut_freq,4110.825532,4394.583385,3409.847579,0.00445816,0.004500241,0.00898633,0.003538654,1,1,0,0,1,1,0,0
30,trend.KangaROOSXstock.cut_freq,5724.258047,4351.239077,3205.574988,0.000420231,0.000826443,0.000768215,0.000874291,0,0,0,0,1,0,0,0
31,trend.adidasXstock.units.cut_freq,5959.356782,4274.213984,3941.801322,0.007937761,0.006723218,0.005632975,0.00349022,1,1,0,0,1,1,0,0
32,trend.Under.ArmourXstock.cut_freq,7061.595822,4244.931525,4401.37869,0.00062104,0.000564109,0.000665316,0.000605796,0,0,0,0,1,0,0,0
33,trend.11teamsporting43Xstock.cut_freq,7218.355528,4206.794612,3614.397294,0.001638043,0.001722377,0.001209579,0.00161865,1,1,0,0,1,1,0,0
34,trend.PUMAXstock.cut_freq,5659.462362,4158.564798,4550.79707,0.000647895,0.000945535,0.000825585,0.000666622,0,0,0,0,1,0,0,0
35,trend.ConverseXstock.units.cut_freq,4703.585861,4073.912012,3513.928183,0.003054899,0.004628646,0.006896724,0.005417254,1,1,0,0,1,1,0,0
36,trend.JordanXstock.units.cut_freq,4552.291952,4030.08904,3715.288561,0.001141035,0.001816206,0.001503156,0.001481248,1,1,0,0,1,1,0,0
37,trend.asicsXstock.cut_freq,5804.904659,4024.435473,4287.541225,0.00070549,0.000738949,0.00091785,0.001029631,0,0,0,0,1,0,0,0
38,trend.bontonXstock.cut_freq,5630.737954,4023.887051,3846.451766,0.000736443,0.002291377,0.000953392,0.000736877,0,0,0,0,1,0,0,0
39,trend.bontonXstock.units.cut_freq,4193.515829,3938.547137,4276.481953,0.001127517,0.001005417,0.001207689,0.001462666,1,1,0,0,1,1,0,0
40,trend.Under.ArmourXstock.units.cut_freq,4127.378155,3827.223601,3796.876348,0.002015478,0.001364825,0.001471126,0.002122273,1,1,0,0,1,1,0,0
41,trend.JordanXstock.cut_freq,6527.946503,3800.79048,4831.438641,0.000748569,0.000886979,0.000917325,0.000927081,0,0,0,0,1,0,0,0
42,trend.ConverseXstock.cut_freq,6348.539377,3522.610229,3944.074597,0.000567864,0.000931878,0.000611827,0.000574722,0,0,0,0,1,0,0,0
43,trend.KangaROOSXstock.units.cut_freq,4389.424469,3487.765873,3512.51276,0.000864789,0.001222596,0.001075993,0.001033128,0,1,0,0,1,1,0,0
44,stock.cut_freq,6910.408775,3428.221282,3531.1397,NA,NA,NA,NA,0,0,1,1,1,0,0,1
45,stock.cut.64.5.Inf.,6285.502996,3399.936551,2923.648213,NA,NA,NA,NA,0,0,1,1,1,0,0,1
46,id,4572.354183,3278.982629,2956.804323,0.024230133,0.017208153,0.020202702,0.018733668,1,1,0,0,1,1,0,0
47,trend.11teamsporting43Xstock.units.cut_freq,3868.003141,3274.978256,3493.272732,0.001795622,0.002140861,0.00217933,0.001868346,1,1,0,0,1,1,0,0
48,trendXstock_trend.Uhlsport,3944.460472,2754.332151,3498.874877,0.001213954,0.001175037,0.001962659,0.001642367,1,1,0,0,1,1,0,0
49,trendXprice_trend.amazon,3339.248593,2696.139255,2486.898934,0.005071003,0.003562394,0.004376955,0.003774167,1,1,0,0,1,1,0,0
50,trendXprice_trend.asics,2719.313811,2557.201645,2461.333332,0.004166721,0.003588701,0.003662372,0.003796829,1,1,0,0,1,1,0,0
51,trendXprice_trend.coupon,3234.684893,2546.328271,2325.148859,0.003348059,0.003438207,0.003048564,0.002725409,1,1,0,0,1,1,0,0
52,trendXprice_trend.Nike,2786.73509,2490.798598,2224.18577,0.002397985,0.002961603,0.00202324,0.001749282,1,1,0,0,1,1,0,0
53,trendXprice_trend.11teamsporting43,2419.736241,2429.09131,2210.647151,0.006225552,0.005139815,0.00472371,0.005256965,1,1,0,0,1,1,0,0
54,trendXprice_trend.bonton,3428.208913,2421.28244,2220.469171,0.006509353,0.005801599,0.006327363,0.004581357,1,1,0,0,1,1,0,0
55,trendXprice_trend.Jordan,2990.937273,2348.46775,2029.438439,0.004176343,0.0034769,0.003633703,0.003484448,1,1,0,0,1,1,0,0
56,trendXprice_trend.PUMA,4318.024061,2345.852327,2218.902015,0.002501169,0.002243177,0.002368115,0.00235124,1,1,0,0,1,1,0,0
57,trendXdiscount_trend.adidas,3027.660993,2287.41289,2010.472063,0.002319819,0.002270156,0.002242755,0.002102243,1,1,0,0,1,1,0,0
58,trendXdiscount_trend.Converse,2251.537131,2262.641166,1992.775932,0.002870484,0.00246366,0.002766893,0.002651228,1,1,0,0,1,1,0,0
59,trendXdiscount_trend.coupon,3272.359754,2251.043938,2098.749107,0.002585214,0.002152922,0.002360585,0.002525692,1,1,0,0,1,1,0,0
60,stock.units.cutCut9,2340.028285,2246.845032,2215.914974,0.028273677,0.029897721,0.027509482,0.028363809,1,1,0,0,1,1,0,0
61,trendXdiscount_trend.amazon,2689.474885,2238.951386,2426.981717,0.003409135,0.002698107,0.002865602,0.002961816,1,1,0,0,1,1,0,0
62,trendXprice_trend.Under.Armour,2982.184236,2212.288679,2178.283993,0.003416866,0.003844738,0.003274087,0.003724641,1,1,0,0,1,1,0,0
63,trendXprice_trend.KangaROOS,3028.973287,2190.870428,1960.007614,0.004407802,0.00457601,0.004196111,0.004490437,1,1,0,0,1,1,0,0
64,trendXdiscount_trend.Jako,2298.660028,2189.315011,2164.816425,0.003104122,0.002963139,0.002716181,0.003036516,1,1,0,0,1,1,0,0
65,trendXdiscount_trend.Nike,2875.179736,2185.076743,2186.865563,0.001766412,0.001686682,0.001776458,0.001632089,1,1,0,0,1,1,0,0
66,trendXdiscount_trend.Reebok,2565.96489,2179.48815,1975.081688,0.002276257,0.002506098,0.002305756,0.00233398,1,1,0,0,1,1,0,0
67,discount,2122.717449,2172.392663,2102.613728,0.004594874,0.003611426,0.00351068,0.0035733,1,1,0,0,1,1,0,0
68,trendXprice_trend.Reebok,4752.787082,2163.597308,2399.745982,0.003196087,0.00281587,0.002929885,0.003270902,1,1,0,0,1,1,0,0
69,trendXprice_trend.adidas,3567.517288,2151.598412,2548.436764,0.002741982,0.00236296,0.002697126,0.002377141,1,1,0,0,1,1,0,0
70,trendXprice_trend.Jako,2726.195066,2139.540716,2226.239019,0.005060527,0.004497635,0.004918227,0.003927862,1,1,0,0,1,1,0,0
71,trendXdiscount_trend.bonton,2481.664805,2094.911391,1967.474949,0.003126031,0.002976474,0.002966672,0.003189875,1,1,0,0,1,1,0,0
72,price,2997.644123,2090.569448,2034.732263,0.009189197,0.008664724,0.008919316,0.008602976,1,1,0,0,1,1,0,0
73,trendXdiscount_trend.KangaROOS,2425.594723,2075.233278,1930.008786,0.003038207,0.002655486,0.003096971,0.002844246,1,1,0,0,1,1,0,0
74,trendXdiscount_trend.asics,3816.478316,2074.87824,2028.450166,0.00332537,0.003051354,0.003354819,0.003454461,1,1,0,0,1,1,0,0
75,rrp,2464.673643,2069.736776,1883.319201,0.002065056,0.001911477,0.001800324,0.002070017,1,1,0,0,1,1,0,0
76,trendXdiscount_trend.Jordan,2541.417242,2017.410788,2052.279448,0.002552779,0.002715262,0.002515959,0.002740957,1,1,0,0,1,1,0,0
77,trendXprice_trend.Converse,2992.798115,2007.662329,2148.663482,0.004118626,0.003413611,0.003682985,0.004141148,1,1,0,0,1,1,0,0
78,subCategoryXsize1_freq,2296.52895,1975.149628,1483.60332,0.003813012,0.003350009,0.003415864,0.003280608,1,1,0,0,1,1,0,0
79,trendXdiscount_trend.PUMA,2534.228753,1968.742107,2033.898161,0.002017961,0.002024194,0.002038336,0.001979938,1,1,0,0,1,1,0,0
80,trendXdiscount_trend.11teamsporting43,3414.5373,1940.577399,2148.427351,0.003991842,0.003474231,0.003595856,0.003708082,1,1,0,0,1,1,0,0
81,trend.ReebokXsubCategory_freq,1977.339232,1865.454194,1549.937383,0.001982285,0.002008633,0.002245885,0.002056089,1,1,0,0,1,1,0,0
82,trend.KangaROOSXsubCategory_freq,2080.451637,1789.581574,1450.196979,0.001858336,0.001783628,0.001772555,0.002040516,1,1,0,0,1,1,0,0
83,colorXsubCategory_freq,2125.802714,1782.113871,1571.990815,0.004283347,0.003667625,0.003966364,0.004076597,1,1,0,0,1,1,0,0
84,trendXdiscount_trend.Under.Armour,2890.094936,1773.904585,2033.665151,0.002146914,0.001957572,0.002032637,0.001925408,1,1,0,0,1,1,0,0
85,trend.couponXsubCategory_freq,1976.893334,1739.349854,1543.597204,0.002156307,0.002324152,0.002247309,0.001978775,1,1,0,0,1,1,0,0
86,trend.NikeXsubCategory_freq,1781.080257,1725.824696,1597.679884,0.001675455,0.001782497,0.00141291,0.001434389,1,1,0,0,1,1,0,0
87,trend.amazonXpid.cut_freq,1607.241769,1699.375066,1467.259694,0.002539391,0.002106175,0.002472551,0.002258075,1,1,0,0,1,1,0,0
88,trend.bontonXpid.cut_freq,2178.496313,1693.881158,1381.156191,0.002343125,0.002227403,0.002401441,0.002236973,1,1,0,0,1,1,0,0
89,trend.asicsXsubCategory_freq,2723.227368,1664.641,1683.077922,0.002705191,0.002713992,0.002926036,0.002796785,1,1,0,0,1,1,0,0
90,trend.PUMAXsubCategory_freq,2050.682358,1646.733793,1458.580194,0.001945661,0.001924226,0.002122487,0.002080066,1,1,0,0,1,1,0,0
91,subCategoryXsize3_freq,1650.914734,1642.660809,1461.691856,0.000720259,0.000554636,0.000685906,0.000704806,0,0,0,0,1,0,0,0
92,trend.JordanXsubCategory_freq,1868.390823,1611.105591,1527.009701,0.00256038,0.002501799,0.002915083,0.002757235,1,1,0,0,1,1,0,0
93,trend.JordanXpid.cut_freq,2197.424704,1574.007604,1310.337428,0.002113787,0.002433654,0.002327425,0.002251173,1,1,0,0,1,1,0,0
94,subCategoryXsize.child.cloth_freq,2010.138443,1571.052773,1215.541817,0.000675349,0.000525195,0.000632622,0.000600407,0,0,0,0,1,0,0,0
95,trend.amazonXsubCategory_freq,1720.862049,1560.611115,1578.020677,0.002690535,0.002587786,0.002537336,0.002476687,1,1,0,0,1,1,0,0
96,trend.UhlsportXstock.units.cut_freq,2093.026825,1547.089265,1802.711267,0.000520618,0.000391109,0.000421542,0.000542225,0,0,0,0,1,0,0,0
97,trend.asicsXpid.cut_freq,1889.98638,1542.811915,1532.657609,0.002968706,0.003183939,0.003119206,0.002562639,1,1,0,0,1,1,0,0
98,brandXsubCategory_freq,1677.626164,1542.581187,1502.072552,0.002022607,0.00193972,0.001945562,0.002068965,1,1,0,0,1,1,0,0
99,trend.JakoXsubCategory_freq,1645.391767,1541.305902,1360.744677,0.002527814,0.00245033,0.002426365,0.00282079,1,1,0,0,1,1,0,0
100,color.coldorwarmXsubCategory_freq,1959.278187,1540.645805,1305.787808,0.002138108,0.001869044,0.001756526,0.002187004,1,1,0,0,1,1,0,0
101,trend.ConverseXpid.cut_freq,1854.567147,1536.237983,1486.186952,0.002360603,0.002275522,0.002092636,0.002287271,1,1,0,0,1,1,0,0
102,trend.adidasXsubCategory_freq,2055.519293,1520.303727,1292.532116,0.001804856,0.001609934,0.001958732,0.001943549,1,1,0,0,1,1,0,0
103,trend.PUMAXpid.cut_freq,1615.787754,1492.754479,1338.073878,0.001780914,0.001936025,0.001763102,0.001700731,1,1,0,0,1,1,0,0
104,trend.adidasXpid.cut_freq,1591.242038,1485.044692,1428.309154,0.00150968,0.001508718,0.00154633,0.001571952,1,1,0,0,1,1,0,0
105,trend.KangaROOSXpid.cut_freq,1653.363181,1481.30661,1297.496452,0.001982764,0.001725601,0.001834537,0.002158431,1,1,0,0,1,1,0,0
106,trend.couponXpid.cut_freq,1725.031559,1462.386311,1530.992135,0.002159916,0.001972519,0.002246231,0.002269895,1,1,0,0,1,1,0,0
107,trend.ReebokXpid.cut_freq,1575.085168,1449.863592,1543.207188,0.001657325,0.001753238,0.001920511,0.001875649,1,1,0,0,1,1,0,0
108,brand.groupXsubCategory_freq,1453.479675,1438.584129,1463.409516,0.000285821,0.000290225,0.000345755,0.000435075,0,0,0,0,1,0,0,0
109,trend.Under.ArmourXsubCategory_freq,1847.041308,1436.074732,1301.549325,0.001931702,0.002379302,0.002111081,0.002171018,1,1,0,0,1,1,0,0
110,brand.Football.playerXsubCategory_freq,1924.589924,1434.675683,1093.373732,0.000245606,0.000261246,0.000336036,0.000278603,0,0,0,0,1,0,0,0
111,subCategoryXsize.body_freq,1648.152717,1417.748889,1577.253075,0.001168573,0.00100698,0.000964347,0.001049812,0,1,0,0,1,1,0,0
112,trend.UhlsportXstock.cut_freq,1495.746423,1416.903446,1610.099885,0.000249065,0.000258528,0.000387431,0.00032654,0,0,0,0,1,0,0,0
113,trend.NikeXsize1_freq,1397.516656,1398.831139,1041.005263,0.002203952,0.001755804,0.001959755,0.001711489,1,1,0,0,1,1,0,0
114,trend.JakoXpid.cut_freq,1888.169829,1390.048038,1193.894376,0.00253909,0.002895731,0.002405082,0.002435678,1,1,0,0,1,1,0,0
115,trend.11teamsporting43Xpid.cut_freq,1515.105884,1388.784676,1174.590732,0.003077197,0.00311769,0.002687895,0.002673789,1,1,0,0,1,1,0,0
116,trend.NikeXpid.cut_freq,2392.373282,1383.90931,1407.156258,0.001258402,0.001443447,0.0014322,0.001587333,1,1,0,0,1,1,0,0
117,trend.bontonXsubCategory_freq,1985.059329,1380.937235,1489.818933,0.002441818,0.002387197,0.002665984,0.002580396,1,1,0,0,1,1,0,0
118,subCategoryXrelmonthweek_freq,1343.1464,1368.361038,1265.592491,0.000147147,0.000202634,0.000100718,0.000206849,0,0,0,0,1,0,0,0
119,trend.ConverseXsubCategory_freq,1724.340926,1362.885737,1523.997017,0.002410933,0.002491308,0.00250868,0.002457762,1,1,0,0,1,1,0,0
120,brand.popularityXsubCategory_freq,1456.31613,1362.323286,1437.412647,0.000294943,0.00027229,0.000279724,0.000322334,0,0,0,0,1,0,0,0
121,trend.11teamsporting43XsubCategory_freq,1294.831839,1362.040548,1561.700716,0.002525079,0.002316948,0.002376174,0.002294573,1,1,0,0,1,1,0,0
122,trend.Under.ArmourXpid.cut_freq,1545.509278,1360.631512,1477.534645,0.001677287,0.002160428,0.001592054,0.001758974,1,1,0,0,1,1,0,0
123,trend.ReebokXcolor_freq,1556.786164,1342.927541,1195.212641,0.00126811,0.00136378,0.00137439,0.001182354,1,1,0,0,1,1,0,0
124,color.richXsubCategory_freq,1584.39777,1340.446879,1324.96114,0.000768419,0.000660751,0.000744197,0.000808198,0,0,0,0,1,0,0,0
125,brand.nationXsubCategory_freq,1623.224812,1330.689441,1358.587264,0.001070807,0.000918642,0.001173876,0.001052115,0,1,0,0,1,1,0,0
126,subCategoryXsize2_freq,1517.103502,1319.542459,1282.470969,0.002068052,0.001806962,0.002017027,0.001885141,1,1,0,0,1,1,0,0
127,trend.NikeXcolor_freq,1698.792955,1317.354504,1087.970929,0.001009153,0.001082009,0.000893513,0.000961724,0,0,0,0,1,0,0,0
128,subCategoryXsize4_freq,2080.039791,1316.311919,1573.273357,0.001595599,0.001550158,0.001304135,0.001524894,1,1,0,0,1,1,0,0
129,stock.units.cutCut8,1182.73572,1293.405579,1234.207012,0.009940141,0.009138068,0.009618804,0.010143191,0,1,0,0,1,1,0,0
130,trend.couponXmainCategory_freq,819.2916563,1289.281854,724.6879694,0.000346409,0.000450553,0.00066245,0.000595917,0,0,0,0,0,0,0,0
131,trend.bontonXcolor_freq,1177.836032,1288.201692,1182.015453,0.002060746,0.001831888,0.002032945,0.002074839,0,1,0,0,1,1,0,0
132,subCategory_freq,1127.0967,1281.735787,1181.489507,0.000626456,0.000686551,0.000855532,0.000761672,0,0,0,0,1,0,0,0
133,trendXdiscount_trend.Uhlsport,1343.259095,1273.58017,1282.769582,0.001914712,0.001832419,0.002173966,0.00185671,1,1,0,0,1,1,0,0
134,colorXbrand.popularity_freq,1251.930242,1271.950536,1081.279679,0.00041496,0.000408563,0.000391088,0.000481331,0,0,0,0,1,0,0,0
135,trendXprice_trend.Uhlsport,1512.844534,1268.77772,1280.763156,0.002723451,0.002565414,0.002561311,0.0025808,1,1,0,0,1,1,0,0
136,trend.PUMAXcolor_freq,1770.465527,1265.66045,1192.388135,0.001509007,0.001240475,0.001386351,0.001523721,1,1,0,0,1,1,0,0
137,colorXsize1_freq,2417.509424,1259.911319,1283.421292,0.004303331,0.003491758,0.003685792,0.003823469,1,1,0,0,1,1,0,0
138,trend.amazonXcolor_freq,1326.319194,1259.529206,1064.825612,0.001865083,0.001877713,0.001930959,0.001745347,1,1,0,0,1,1,0,0
139,trend.Under.ArmourXcolor_freq,1213.597474,1231.802172,1010.9223,0.001379289,0.001585288,0.001293407,0.001238288,1,1,0,0,1,1,0,0
140,trend.NikeXbrand.group_freq,989.884684,1225.365659,939.8804889,4.95E-05,7.64E-05,4.74E-05,7.95E-05,0,0,0,0,0,0,0,0
141,colorXsize2_freq,1180.530116,1223.23265,1038.760759,0.002179753,0.001716813,0.00207037,0.001934872,0,1,0,0,1,1,0,0
142,subCategoryXsize.shape_freq,1188.539544,1220.053021,1292.737016,0.001134876,0.000887057,0.001052717,0.000994045,0,0,0,0,1,0,0,0
143,colorXsize4_freq,1369.34219,1218.888499,1190.010891,0.002194338,0.00194317,0.002271376,0.001939089,1,1,0,0,1,1,0,0
144,trend.PUMAXsize1_freq,1699.149718,1211.278764,1213.331538,0.001778634,0.002061945,0.001833677,0.001909484,1,1,0,0,1,1,0,0
145,trend.PUMAXmainCategory_freq,990.2683633,1208.34009,763.5186038,0.000410158,0.000482378,0.000505032,0.000647447,0,0,0,0,0,0,0,0
146,trend.couponXcolor_freq,1655.662198,1200.852223,1209.554032,0.001856582,0.001546264,0.001508377,0.001507171,1,1,0,0,1,1,0,0
147,trend.asicsXcolor_freq,1288.35463,1197.151468,1217.747112,0.001915816,0.002250554,0.001943054,0.002168295,1,1,0,0,1,1,0,0
148,trend.JordanXcolor_freq,1321.916755,1183.882288,1250.91372,0.001656331,0.001797753,0.00180055,0.001889636,1,1,0,0,1,1,0,0
149,trend.amazonXsize1_freq,1203.550175,1182.230164,1397.305551,0.002589401,0.002974894,0.002617698,0.002455682,0,1,0,0,1,1,0,0
150,brand.other.teamXsubCategory_freq,2574.059303,1180.592995,1205.894515,3.23E-07,6.57E-07,3.84E-07,4.09E-07,0,0,1,1,1,0,0,0
151,trend.NikeXsize4_freq,1267.972808,1152.209704,998.0072968,0.001181822,0.001191691,0.001003213,0.001099244,0,1,0,0,1,1,0,0
152,trend.JakoXsize1_freq,1506.114351,1150.263578,1111.147012,0.002086758,0.002186832,0.002247493,0.001897161,1,1,0,0,1,1,0,0
153,trend.KangaROOSXcolor_freq,1415.418826,1135.935091,1052.528211,0.001810535,0.001753544,0.002085875,0.001946832,1,1,0,0,1,1,0,0
154,trend.11teamsporting43Xsize2_freq,1616.192888,1134.229356,815.8756558,0.001389382,0.001272263,0.001253166,0.001277245,0,1,0,0,1,1,0,0
155,trend.11teamsporting43Xbrand.group_freq,1078.496323,1132.05624,711.7523406,0.000150354,0.000110379,0.000163435,0.000153865,0,0,0,0,0,0,0,0
156,trend.ReebokXsize1_freq,1317.960059,1126.347345,1138.505237,0.001698244,0.001783605,0.001830342,0.001919382,1,1,0,0,1,1,0,0
157,brand.NBA.playerXsubCategory_freq,1095.785823,1117.55682,1069.864837,4.80E-06,2.79E-06,5.13E-06,5.18E-06,0,0,1,1,1,0,0,0
158,stock.cut.0.2.5.,1037.552827,1114.617068,1073.791023,NA,NA,NA,NA,0,0,1,1,1,0,0,1
159,trend.amazonXsize4_freq,1645.294591,1112.749587,1074.502999,0.001717664,0.001663747,0.002105094,0.00193836,1,1,0,0,1,1,0,0
160,colorXbrand.group_freq,1161.679405,1101.31712,994.7143189,0.000159241,0.000164048,0.000164997,0.0001261,0,0,0,0,1,0,0,0
161,trend.ConverseXcolor_freq,1524.613728,1099.298399,1012.660137,0.001988691,0.002061253,0.001893033,0.001985423,1,1,0,0,1,1,0,0
162,subCategoryXrelweekday_freq,1411.245898,1097.019974,1323.946337,0.000520346,0.000525807,0.00044884,0.000490487,0,0,0,0,1,0,0,0
163,trend.bontonXsize1_freq,1690.220666,1093.475299,1046.117868,0.001948338,0.001909096,0.001976215,0.001938482,1,1,0,0,1,1,0,0
164,trend.KangaROOSXsize4_freq,1287.340013,1092.276783,1101.294307,0.000970933,0.001066672,0.001050768,0.000937439,0,0,0,0,1,0,0,0
165,brand.Football.teamXsubCategory_freq,1379.826115,1091.051953,1111.083601,0.000148665,0.000134068,0.000174804,0.000168157,0,0,0,0,1,0,0,0
166,pid.cut_freq,1376.027053,1090.022783,852.7865655,0.001137973,0.000918829,0.000833638,0.000853824,0,0,0,0,1,0,0,0
167,trend.asicsXsize4_freq,1175.373579,1089.179895,1114.725875,0.001617394,0.001635995,0.001804205,0.001765248,0,1,0,0,1,1,0,0
168,trend.JakoXsize4_freq,1265.345667,1084.924168,1001.255451,0.001405607,0.00145781,0.001592059,0.001481194,1,1,0,0,1,1,0,0
169,trend.NikeXmainCategory_freq,881.6492444,1081.085887,734.0983558,0.000251374,0.000316521,0.000367267,0.000552312,0,0,0,0,0,0,0,0
170,date.age,1473.180765,1080.772359,1173.927216,0.00145909,0.001379007,0.001998058,0.001218253,1,1,0,0,1,1,0,0
171,colorXsize.body_freq,1267.214183,1079.355765,974.2921999,0.001068496,0.000971374,0.00078962,0.000944127,0,0,0,0,1,0,0,0
172,trend.JakoXcolor_freq,1315.779577,1075.549418,996.1985362,0.002196508,0.002576146,0.002428288,0.00212849,1,1,0,0,1,1,0,0
173,brand.competitionXsubCategory_freq,1075.643837,1066.633958,1321.994456,0.000385399,0.000304116,0.000365639,0.000414489,0,0,0,0,1,0,0,0
174,trend.asicsXsize2_freq,1100.303009,1064.906781,1118.82194,0.001471124,0.001548553,0.001565049,0.00164731,0,1,0,0,1,1,0,0
175,trend.PUMAXsize4_freq,1383.341871,1059.635958,996.394042,0.001372218,0.001814815,0.001415242,0.00153516,1,1,0,0,1,1,0,0
176,trend.PUMAXsize2_freq,1573.326208,1057.28457,950.3088765,0.001218897,0.00129441,0.001331505,0.001235429,0,1,0,0,1,1,0,0
177,trend.11teamsporting43Xcolor_freq,1120.463084,1055.748051,919.155264,0.002786063,0.002510137,0.002549385,0.002842898,0,1,0,0,0,1,0,0
178,trend.couponXcategory_freq,1154.783048,1051.099018,761.9780672,0.000666854,0.000725644,0.001153466,0.000803349,0,0,0,0,0,0,0,0
179,trend.adidasXsize1_freq,1035.111367,1050.21852,1009.04068,0.001657481,0.001497769,0.00168695,0.002081411,0,1,0,0,1,1,0,0
180,trend.ConverseXbrand.nation_freq,989.4842707,1047.65941,871.0301229,0.000530363,0.000732206,0.000648964,0.000747629,0,0,0,0,0,0,0,0
181,trend.bontonXcategory_freq,1033.349098,1046.149914,1061.522743,0.000907822,0.001013782,0.001211801,0.000796929,0,0,0,0,1,0,0,0
182,trend.asicsXsize3_freq,1163.86092,1045.693042,968.8245637,0.000668262,0.000781158,0.000767008,0.000677771,0,0,0,0,0,0,0,0
183,brand.other.playerXsubCategory_freq,1159.400807,1045.414203,1147.898062,1.25E-05,1.07E-05,3.38E-05,6.68E-06,0,0,0,0,1,0,0,0
184,trend.11teamsporting43Xsize4_freq,1755.242038,1042.984949,996.0399388,0.001224829,0.001173776,0.001329097,0.001289856,1,1,0,0,1,1,0,0
185,trend.asicsXcategory_freq,1061.398397,1041.522532,883.1986484,0.00077158,0.000937377,0.000791139,0.001121165,0,0,0,0,0,0,0,0
