,feature,IncNodePurity1,IncNodePurity2,IncNodePurity3,Gain,Gain1,Gain2,Gain3,High1(7),High2(6),Low1(5-50),Low2(6-100),RF_High,GB_High,RF_Low,GB_Low
861,brand.other.playerXsize.shape_freq,86.22379164,78.09567793,68.24340082,2.26E-06,6.21E-07,1.28E-06,2.29E-06,0,0,0,0,0,0,0,0
862,brand.competitionXrelweekday_freq,112.6104198,74.6819595,91.31843703,1.98E-05,4.75E-06,6.45E-06,1.48E-05,0,0,0,0,0,0,0,0
863,colorblau,106.7707662,73.46993394,93.57870056,0.001106557,0.001068014,0.001017152,0.001047661,0,0,0,0,0,1,0,0
864,size43,77.00651445,73.19258876,54.3068081,0.00039514,0.000354716,0.000355754,0.000346992,0,0,0,0,0,0,0,0
865,size4S,59.78582632,72.74344055,35.10289887,0.000300237,0.000196789,0.000249103,0.000262951,0,0,0,0,0,0,0,0
866,brand.other.playerXrelweekday_freq,93.62142433,72.39600876,148.2842473,8.07E-07,5.67E-07,NA,9.62E-08,0,0,0,0,0,0,0,0
867,brand.Football.playerXrelmonthweek_freq,83.84252883,71.12660431,123.8978695,5.89E-08,9.23E-07,1.33E-06,3.39E-06,0,0,0,0,0,0,0,0
868,brand.Football.teamXsize.child.cloth_freq,66.06883878,70.32192114,83.12915905,2.28E-06,1.24E-06,3.81E-06,5.54E-06,0,0,0,0,0,0,0,0
869,brand.competitionXsize.child.cloth_freq,106.7805288,69.9038919,82.21444739,1.88E-05,6.47E-06,1.87E-05,1.55E-05,0,0,0,0,0,0,0,0
870,brand.other.teamXsize.shape_freq,52.80227823,67.40275148,49.39115746,2.39E-07,7.56E-08,NA,1.76E-06,0,0,0,1,0,0,0,1
871,brand.topXrelmonthweek_freq,99.05890644,65.923264,115.7888377,5.26E-06,9.10E-06,3.41E-06,6.66E-06,0,0,0,0,0,0,0,0
872,relmonthweek_freq,105.495909,64.18826754,76.79352972,3.94E-06,4.00E-06,1.11E-06,4.16E-06,0,0,0,0,0,0,0,0
873,NewRelease_freq,64.35339373,62.98781113,99.50153891,NA,NA,NA,NA,0,0,0,1,0,0,0,1
874,brand.other.teamXsize.child.cloth_freq,110.7372011,61.60876097,58.91993862,1.94E-08,1.50E-08,NA,NA,0,0,0,0,0,0,0,1
875,relmonthweek4,160.6239308,60.72816123,26.14623966,1.51E-05,9.40E-05,6.90E-05,5.82E-05,0,0,0,0,0,0,0,0
876,relweekdaySunday,166.4965368,58.14691465,97.72159125,1.43E-10,NA,4.12E-08,NA,0,0,0,0,0,0,0,1
877,size.bodyshort,86.17103519,56.64796462,72.60208794,9.02E-05,9.05E-05,8.75E-05,9.84E-05,0,0,0,0,0,0,0,0
878,date.wdThursday,59.56610157,55.08120337,88.03742536,0.000132004,8.02E-05,6.64E-05,9.37E-05,0,0,0,0,0,0,0,0
879,brand.NBA.teamYes,17.38363981,52.3512855,19.42523016,5.42E-06,5.24E-06,2.62E-06,6.52E-06,0,0,0,0,0,0,0,0
880,size.shapenormal,47.15344691,51.67837834,53.02905277,0.000254755,0.000158114,0.000154121,0.000167805,0,0,0,0,0,0,0,0
881,price.lag1.diff,41.35586481,48.60253262,41.2849068,0.000411807,0.000440846,0.000490541,0.000683226,0,0,0,0,0,0,0,0
882,date.wdSunday,48.94820842,48.5593766,47.45668678,2.74E-05,4.80E-05,4.16E-05,4.64E-05,0,0,0,0,0,0,0,0
883,brand.NBA.team_freq,41.42091063,44.14364052,22.29223089,NA,NA,NA,NA,0,0,0,1,0,0,0,1
884,colorgruen,68.75377009,40.85899537,47.80067606,0.000459859,0.00040963,0.000473084,0.000507563,0,0,0,0,0,0,0,0
885,price.lag1.reldiff,35.43596257,40.24468103,64.96256907,0.000221369,0.000228835,0.000264041,0.000418473,0,0,0,0,0,0,0,0
886,colorgelb,93.36900247,39.92338559,37.26260659,0.000405806,0.000293379,0.000312957,0.000285306,0,0,0,0,0,0,0,0
887,subCategory23,30.45679175,35.4857087,33.12523622,0.00043208,0.000467314,0.000341854,0.000523159,0,0,0,0,0,0,0,0
888,subCategory20,45.33896311,32.285338,43.00705902,0.000232989,0.00029759,0.000203535,0.000433105,0,0,0,0,0,0,0,0
889,subCategory12,89.6877827,31.65622835,28.8842337,1.39E-05,6.96E-06,2.93E-05,6.00E-06,0,0,0,0,0,0,0,0
890,brand.top_freq,17.87309255,30.62793515,23.54666968,5.97E-07,4.71E-06,4.71E-06,3.65E-07,0,0,0,0,0,0,0,0
891,category2,22.63699891,26.84493331,56.18046746,3.21E-05,4.41E-05,3.54E-05,3.64E-05,0,0,0,0,0,0,0,0
892,brand.Football.player_freq,7.136805961,25.19780992,7.941628293,2.28E-06,2.64E-06,1.10E-06,5.96E-06,0,0,0,1,0,0,0,0
893,category24,39.2782905,22.88502077,23.7558821,5.05E-05,5.22E-05,6.90E-05,5.44E-05,0,0,0,0,0,0,0,0
894,brandSport2000,32.0148314,22.78354242,25.15704387,1.96E-05,2.55E-05,2.27E-05,3.74E-05,0,0,0,0,0,0,0,0
895,subCategory24,21.21472905,22.41092629,67.76818214,NA,NA,NA,NA,0,0,0,1,0,0,0,1
896,brand.competition_freq,10.68051991,20.09606221,34.04787007,3.95E-06,4.47E-06,8.30E-06,1.91E-06,0,0,0,0,0,0,0,0
897,size4EL,16.19738172,19.18620707,14.82482684,0.00015887,0.000167307,0.000156423,0.000122503,0,0,0,0,0,0,0,0
898,subCategory6,12.43442695,17.65782912,8.327615936,0.00036169,0.000326848,0.000315216,0.000352962,0,0,0,0,0,0,0,0
899,subCategory3,29.64163868,17.29711806,18.91682449,7.66E-05,7.04E-05,5.93E-05,7.77E-05,0,0,0,0,0,0,0,0
900,subCategory5,16.62603819,15.25297867,16.98905584,0.000395008,0.000338423,0.00040218,0.000291635,0,0,0,0,0,0,0,0
901,size41,61.85003346,14.49414686,25.65378557,0.000118139,9.84E-05,8.76E-05,0.0001123,0,0,0,0,0,0,0,0
902,relweekdayTuesday,7.328148241,14.36631954,20.42479833,8.31E-05,4.63E-05,0.00013228,0.000169142,0,0,0,0,0,0,0,0
903,colororange,15.49830103,13.90152883,14.00910477,0.000212283,0.000170404,0.000171907,0.00024352,0,0,0,0,0,0,0,0
904,subCategory35,10.90692299,12.7706595,8.949537486,0.000120145,0.000135004,0.000117738,0.000157409,0,0,0,0,0,0,0,0
905,relweekdayThursday,21.15622794,11.12331307,24.37586976,5.14E-05,4.13E-05,5.57E-05,5.72E-05,0,0,0,0,0,0,0,0
906,brand.other.player_freq,7.814462129,10.62127544,12.7374632,1.97E-07,NA,NA,NA,0,0,0,1,0,0,0,1
907,subCategory4,8.985290214,10.33549279,10.39285775,0.000147947,0.000136908,0.000146936,0.000162021,0,0,0,0,0,0,0,0
908,size45,4.997419716,10.23936666,7.418937698,7.13E-05,8.72E-05,0.000130514,8.80E-05,0,0,0,0,0,0,0,0
909,brandPUMA,9.289681255,10.00418048,9.082168769,0.000121044,0.000138736,0.000125621,0.000144085,0,0,0,0,0,0,0,0
910,relmonthweek3,6.105339004,9.945944714,14.24626392,2.86E-05,2.74E-05,2.68E-05,3.20E-05,0,0,0,0,0,0,0,0
911,relmonthweek2,8.891374688,9.193654717,3.15604917,7.81E-06,1.48E-05,1.32E-05,1.22E-05,0,0,0,0,0,0,0,0
912,date.wm6,2.301467726,8.164224658,4.453759239,NA,NA,NA,NA,0,0,1,1,0,0,0,1
913,brandJako,9.729153269,7.951241193,9.575222766,0.000128693,0.000137387,0.000122174,0.000153557,0,0,0,0,0,0,0,0
914,subCategory40,2.709349762,6.440449875,2.342693737,1.70E-05,1.86E-05,8.82E-06,2.11E-05,0,0,0,0,0,0,1,0
915,subCategory28,4.3396276,5.822437866,5.359007546,8.98E-05,5.73E-05,9.48E-05,0.000104507,0,0,0,0,0,0,0,0
916,colorlila,1.637692649,5.792086201,1.212454469,2.09E-05,1.56E-05,5.76E-05,1.67E-05,0,0,0,0,0,0,1,0
917,category18,3.663610066,5.641807191,6.105323869,7.55E-05,9.00E-05,7.66E-05,0.000110822,0,0,0,0,0,0,0,0
918,subCategory17,5.68727528,5.516467284,6.018930472,0.000112189,9.11E-05,0.000124193,9.13E-05,0,0,0,0,0,0,0,0
919,size4XS,4.268092502,5.348642653,2.76526889,3.95E-05,4.99E-05,5.34E-05,4.17E-05,0,0,0,0,0,0,0,0
920,subCategory32,6.115800358,5.148864822,8.834202469,1.31E-05,1.81E-05,1.28E-05,7.04E-06,0,0,0,0,0,0,0,0
921,brand.other.team_freq,6.816181994,4.17744494,2.825614512,NA,NA,NA,NA,0,0,1,1,0,0,0,1
922,relweekdayWednesday,2.923142248,3.924376032,3.934559371,3.88E-05,7.25E-05,5.90E-05,5.86E-05,0,0,0,0,0,0,0,0
923,colorgold,5.646667453,3.667645484,3.527448991,6.04E-05,0.0001701,6.25E-05,4.68E-05,0,0,0,0,0,0,0,0
924,subCategory39,3.308224204,2.999691631,3.340843577,0.000167221,0.000163824,0.000157927,0.000165942,0,0,0,0,0,0,1,0
925,colorpink,3.083271734,2.94485541,3.14309071,3.91E-05,3.84E-05,8.64E-05,5.86E-05,0,0,0,0,0,0,1,0
926,subCategory26,1.109255699,2.930943367,1.74513357,1.39E-05,1.71E-05,1.91E-05,2.38E-05,0,0,0,0,0,0,1,0
927,relweekdayMonday,17.49711012,2.776795591,13.2971346,1.51E-05,6.09E-05,1.14E-05,2.38E-05,0,0,0,0,0,0,0,0
928,size46,4.956665856,2.560257478,7.040669424,1.82E-05,1.24E-05,2.03E-05,1.29E-05,0,0,0,0,0,0,0,0
929,size42,9.54952689,2.495236582,5.972644194,0.000115926,0.000122557,0.000120165,0.000108852,0,0,0,0,0,0,0,0
930,brand.Football.team_freq,5.832041174,2.145035012,8.664770129,4.68E-07,1.03E-06,9.21E-07,NA,0,0,0,1,0,0,0,0
931,category37,1.074247331,1.314571065,1.379313857,4.41E-05,5.09E-05,4.26E-05,5.87E-05,0,0,0,0,0,0,1,0
932,subCategory27,0.311757193,0.986533306,0.657870793,4.48E-07,2.15E-06,1.06E-08,8.66E-07,0,0,1,1,0,0,1,0
933,brandUhlsport,1.121109175,0.782466045,0.47391208,1.54E-05,1.79E-05,3.72E-05,1.18E-05,0,0,0,0,0,0,1,0
934,brandJordan,0.699187301,0.710715446,1.209584248,3.95E-05,2.86E-05,4.26E-05,4.26E-05,0,0,0,0,0,0,1,0
935,brandHummel,0.636061164,0.688584206,0.341855717,7.43E-06,1.69E-05,9.35E-06,1.13E-05,0,0,0,0,0,0,1,0
936,category30,0.351242331,0.637161356,0.121599487,9.13E-07,8.95E-07,1.62E-07,7.77E-07,0,0,1,1,0,0,1,0
937,relweekdaySaturday,0.387437832,0.577046099,0.363098797,1.85E-06,2.34E-06,5.78E-06,8.35E-06,0,0,0,0,0,0,1,0
938,brandUnder.Armour,1.082864208,0.555450802,0.616908528,2.07E-05,2.67E-05,2.81E-05,2.13E-05,0,0,0,0,0,0,1,0
939,category36,0.574795517,0.474594813,0.459923639,1.76E-05,1.64E-05,1.98E-05,1.74E-05,0,0,0,0,0,0,1,0
940,brandErima,0.948380565,0.46145256,2.105909592,1.69E-05,1.76E-05,1.70E-05,2.69E-05,0,0,0,0,0,0,1,0
941,subCategory42,0.341107088,0.458118276,0.162180534,6.31E-06,4.83E-06,1.67E-05,6.99E-06,0,0,0,0,0,0,1,0
942,subCategory30,1.133855116,0.431696648,0.271539445,NA,NA,NA,NA,0,0,1,1,0,0,1,1
943,brandStance,0.811029792,0.415043355,0.104832689,8.86E-07,9.59E-07,1.69E-06,8.71E-07,0,0,0,1,0,0,1,0
944,colorsilber,0.241058729,0.351091779,0.326371039,5.61E-06,3.30E-06,3.20E-06,1.06E-05,0,0,0,0,0,0,1,0
945,subCategory38,0.117547308,0.275125133,0.156761522,1.20E-05,6.48E-06,1.74E-05,1.33E-05,0,0,0,0,0,0,1,0
946,relmonthweek5,0.129048024,0.230431571,0.169164921,4.91E-08,3.53E-10,5.43E-07,6.49E-09,0,0,1,1,0,0,1,1
947,colorrosa,0.140028103,0.222232707,0.240536509,1.24E-05,1.27E-05,2.06E-05,9.55E-06,0,0,0,0,0,0,1,0
948,subCategory41,0.578186292,0.185051497,0.498232974,6.12E-06,9.70E-06,7.75E-06,6.88E-06,0,0,0,0,0,0,1,0
949,colortuerkis,0.07133653,0.141536653,0.096638787,3.86E-06,3.33E-06,2.76E-06,4.01E-06,0,0,0,0,0,0,1,0
950,subCategory29,0.218632532,0.130592044,0.235893787,7.86E-06,9.24E-06,2.76E-06,8.42E-06,0,0,0,0,0,0,1,0
951,brandConverse,0.194599895,0.123759553,0.194674026,1.79E-05,2.29E-05,2.42E-05,1.95E-05,0,0,0,0,0,0,1,0
952,brandReebok,0.059139285,0.117658108,0.083491874,6.73E-06,1.03E-05,7.70E-06,1.34E-05,0,0,0,0,0,0,1,0
953,colorkhaki,0.15220249,0.110780358,0.175833571,6.55E-06,7.10E-06,6.98E-06,7.92E-06,0,0,0,0,0,0,1,0
954,brandLotto,0.009611904,0.104389419,0.022590851,9.85E-07,2.63E-06,1.25E-06,2.53E-06,0,0,0,1,0,0,1,0
955,subCategory43,0.093522453,0.101989814,0.09457089,2.72E-06,9.41E-06,1.08E-05,7.04E-06,0,0,0,0,0,0,1,0
956,colorbraun,0.1736662,0.078507952,0.076425357,8.89E-06,1.42E-05,3.81E-06,1.66E-06,0,0,0,0,0,0,1,0
957,brandNew.Balance,0.078731916,0.05097566,0.091452928,7.89E-06,9.55E-06,8.81E-06,3.95E-06,0,0,0,0,0,0,1,0
958,brandKangaROOS,0.005567393,0.029927708,0.005626378,5.52E-07,2.05E-07,1.18E-06,5.62E-07,0,0,1,1,0,0,1,0
959,subCategory34,0.031282588,0.02921562,0.014845189,9.11E-08,8.69E-07,1.41E-06,9.15E-07,0,0,0,1,0,0,1,0
960,brandMizuno,0.005675567,0.021604072,0.000153957,9.51E-07,5.39E-07,2.96E-06,1.50E-07,0,0,0,1,0,0,1,0
961,subCategory44,0.105737296,0.020622301,0.013704664,4.65E-07,4.44E-07,3.68E-07,1.28E-06,0,0,1,1,0,0,1,0
962,brandDiadora,0.009652532,0.014363542,0.007849514,1.33E-06,1.66E-06,8.92E-07,1.04E-06,0,0,0,1,0,0,1,0
963,brandFREAM,0.0084258,0.009993826,0.002263579,8.11E-07,NA,8.73E-07,NA,0,0,1,1,0,0,1,0
964,subCategory19,0.042483779,0.009828075,0.00907634,3.38E-07,3.33E-07,4.42E-07,4.00E-09,0,0,1,1,0,0,1,1
965,brandReusch,0.003856301,0.009203661,0.012526452,6.84E-07,4.91E-07,4.79E-07,1.89E-06,0,0,1,1,0,0,1,0
966,brandCinquestelle,0.007163557,0.005408302,0.018651609,1.05E-06,4.42E-07,2.06E-06,1.06E-06,0,0,0,1,0,0,1,0
967,brandOnitsuka,2.44E-18,0.001455028,0,3.51E-10,NA,NA,NA,0,0,1,1,0,0,1,1
968,brandSells,8.44E-18,0.000114286,0.000964286,2.71E-10,NA,NA,NA,0,0,1,1,0,0,1,1
969,brandAsics,0.013742396,2.80E-05,0.01660028,5.40E-07,9.70E-07,4.59E-07,1.61E-06,0,0,1,1,0,0,1,0
970,X.Intercept.,0,0,0,NA,NA,NA,NA,0,0,1,1,0,0,1,1
971,brandKempa,0.238062394,0,1.11E-19,5.60E-07,2.56E-06,NA,NA,0,0,1,1,0,0,1,0
972,size4EX,7.77E-19,0,2.22E-18,1.99E-07,NA,NA,NA,0,0,1,1,0,0,1,1
